session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
5762,12,399,291,1232,68,68,68,32,142,56,6
5763,178,56,142,2,2,6,3,3,2,6,6
5764,192,2,6,2,3,3,6,2,56,56,6
5765,307,307,32,32,32,32,32,12,261,12,6
5766,12,291,12,291,12,12,12,12,12,12,6
5767,68,98,5,68,579,100,22,299,6,101,6
5768,79,100,45,299,79,100,232,17,5,79,6
5769,100,18,22,100,6,40,20,10,20,10,6
5770,299,100,232,79,299,79,232,12,12,12,6
5771,12,12,323,323,323,323,323,323,323,323,6
5772,323,323,12,12,12,299,100,101,79,232,6
5773,17,18,5,299,100,40,399,20,291,32,6
5774,56,10,6,178,248,6,56,2,2,6,6
5775,3,6,2,2,3,2,2,6,3,2,6
5776,2,3,6,2,2,2,2,1286,1286,2,6
5777,2,2,857,2,2,2,2,2,63,63,6
5778,63,63,63,63,63,63,2,2,137,32,6
5779,32,32,32,32,2,12,12,2,261,291,6
5780,12,12,12,291,12,12,68,12,68,12,6
5781,5,98,579,12,12,12,12,323,323,402,6
5782,345,402,402,12,12,323,323,12,12,345,6
5783,323,323,323,323,323,323,402,291,12,323,6
5784,323,323,12,12,12,12,12,12,739,12,6
5785,12,12,12,12,12,399,291,32,56,178,6
5786,56,151,12,56,135,135,675,747,452,135,6
5787,135,45,135,570,135,22,46,22,20,46,6
5788,20,150,22,5,135,135,135,675,135,135,6
5789,135,135,135,135,135,135,135,135,135,135,6
5790,135,135,747,248,135,248,248,570,46,135,6
5791,135,460,135,5,5,135,110,135,135,135,6
5792,135,135,135,135,135,135,135,135,135,135,6
5793,135,135,135,135,135,135,135,135,135,135,6
5794,135,135,135,135,135,135,135,747,178,56,6
5795,56,56,56,56,473,589,262,1305,262,589,6
5796,589,248,473,5,18,22,6,17,424,303,6
5797,20,6,244,580,2208,1364,580,473,589,1305,6
5798,262,473,580,5,473,1264,1264,1264,1264,22,6
5799,1264,18,125,5,10,17,6,22,20,10,6
5800,1264,1264,22,2,2,6,3,2,3,6,6
5801,2,2,61,43,81,60,61,61,556,61,6
5802,61,41,43,2,2,6,3,6,3,2,6
5803,137,2,32,32,32,32,32,32,32,32,6
5804,12,12,57,57,261,57,12,68,12,68,6
5805,12,12,12,12,299,22,100,299,232,101,6
5806,79,45,100,299,22,100,101,232,5,100,6
5807,6,17,79,18,22,100,232,6,10,6,6
5808,79,40,17,100,5,18,79,12,20,40,6
5809,20,12,57,20,20,79,79,10,100,57,6
5810,32,56,56,178,248,56,56,473,675,473,6
5811,110,473,747,1470,473,1470,178,56,56,56,6
5812,56,56,56,56,307,32,32,32,68,110,6
5813,12,110,57,12,12,535,12,12,104,12,6
5814,12,12,12,2667,12,12,151,151,12,12,6
5815,941,1161,1114,12,158,2,1161,3,158,158,6
5816,31,1354,3,180,2,4012,358,212,12,1263,6
5817,4793,3146,12,12,3146,1378,1263,1378,1263,106,6
5818,5,5,211,482,1378,1263,106,106,1263,1378,6
5819,1378,1263,106,61,61,3227,3227,61,63,61,6
5820,63,63,41,63,12,12,402,402,402,1037,6
5821,12,1037,964,200,964,403,762,200,12,1941,6
5822,1768,4574,2761,3384,406,513,12,1255,2989,406,6
5823,12,399,12,57,32,56,178,56,307,32,6
5824,32,32,68,12,57,110,5,12,5,200,6
5825,524,244,2754,403,3,1344,200,513,193,204,6
5826,1071,524,3,513,200,876,1324,12,12,12,6
5827,1378,1263,13,106,38,38,19,524,12,12,6
5828,12,12,12,149,2361,1114,12,57,32,2126,6
5829,649,1495,13,98,1071,38,2126,56,547,56,6
5830,417,19,178,2126,200,880,200,880,3,200,6
5831,2096,403,2496,2536,2240,2,17,200,18,513,6
5832,5,3808,524,3619,6,10,1071,993,6,10,6
5833,98,200,5,403,56,61,61,3981,41,61,6
5834,61,2936,41,2936,4328,711,4148,821,5,821,6
5835,2896,209,821,1022,2896,1022,2961,1022,1352,2961,6
5836,1352,1352,1022,821,821,821,821,821,821,714,6
5837,714,192,56,56,307,32,32,32,32,32,6
5838,43,32,12,61,12,61,57,61,261,61,6
5839,556,2,57,61,261,61,12,57,68,41,6
5840,68,12,12,2,6,3,151,151,6,2,6
5841,3,12,2,2,63,63,68,63,63,12,6
5842,12,63,2,2,2,2,102,84,146,31,6
5843,174,45,271,1465,146,174,122,102,146,102,6
5844,17,31,18,5,6,5,125,22,1785,6,6
5845,1785,1630,2444,1903,102,6,22,10,10,146,6
5846,102,1785,20,12,20,63,111,111,63,111,6
5847,12,111,111,63,63,22,111,111,1785,63,6
5848,63,63,2530,63,63,12,63,63,63,63,6
5849,63,63,63,63,63,12,111,111,111,63,6
5850,63,2408,2408,3233,4903,3233,2408,63,63,63,6
5851,63,63,63,12,111,111,63,63,12,12,6
5852,399,57,68,1232,142,68,142,68,32,68,6
5853,142,56,68,178,56,248,2,2,6,3,6
5854,2,137,2,3,6,32,32,32,32,32,6
5855,658,32,658,12,57,12,57,261,261,68,6
5856,12,12,68,151,12,57,12,12,43,137,6
5857,2,32,32,32,658,32,32,32,658,32,6
5858,658,2,658,2,12,68,261,57,57,57,6
5859,68,12,2,2,2,63,63,63,63,79,6
5860,22,100,45,299,100,232,101,299,100,79,6
5861,299,100,232,79,6,6,17,22,5,18,6
5862,100,79,10,100,40,6,20,6,10,100,6
5863,232,20,79,12,12,100,63,63,63,63,6
5864,63,63,79,4668,4831,100,79,232,299,12,6
5865,402,79,100,12,79,402,151,402,151,299,6
5866,100,79,232,101,5,17,18,79,40,20,6
5867,6,299,5,18,79,101,17,100,40,232,6
5868,100,20,100,63,63,79,2,137,12,32,6
5869,32,12,57,261,261,79,6,111,111,111,6
5870,111,79,63,12,12,111,111,12,111,111,6
5871,12,12,111,111,63,63,63,63,63,12,6
5872,111,111,111,63,61,57,61,61,57,12,6
5873,61,556,2751,3,61,1438,2,18,3,2751,6
5874,10,106,17,6,1438,5,106,1438,3353,3234,6
5875,246,239,2077,41,3044,18,17,10,6,3,6
5876,2,5,3044,3,1438,204,1438,18,3,6,6
5877,2,17,1438,3,5,61,556,41,61,63,6
5878,61,556,61,2,711,711,2,2,430,5,6
5879,2,430,1573,430,430,430,430,5,430,430,6
5880,63,430,323,323,12,12,430,5,57,57,6
5881,351,505,12,430,430,430,430,430,430,430,6
5882,5,430,430,12,32,57,12,56,178,56,6
5883,56,56,615,615,1127,615,926,926,675,452,6
5884,747,926,926,1498,926,45,615,570,1127,5,6
5885,570,615,570,22,46,46,17,5,22,6,6
5886,46,18,5,20,150,6,150,150,20,6,6
5887,22,178,56,56,307,32,32,658,2,137,6
5888,32,32,2,658,2,952,32,41,41,68,6
5889,68,110,2,2,110,41,41,1111,165,82,6
5890,308,82,82,44,308,97,44,308,99,97,6
5891,41,187,781,215,159,95,44,57,68,32,6
5892,12,12,57,56,178,56,249,97,56,308,6
5893,41,44,1111,95,308,3934,156,464,231,82,6
5894,60,60,60,60,267,2,2,6,3,3831,6
5895,6,3,2,2,43,2,2,3418,2,2,6
5896,45,1200,130,909,2,22,17,5,18,22,6
5897,53,3,909,106,246,239,3234,20,53,909,6
5898,20,130,18,909,17,5,53,6,10,20,6
5899,6,909,6,909,53,18,10,17,6,53,6
5900,5,53,53,130,18,17,20,909,5,6,6
5901,909,53,18,130,53,17,6,20,5,909,6
5902,53,18,53,130,20,17,5,20,17,130,6
5903,909,53,18,6,53,5,53,130,909,5,6
5904,18,53,20,17,6,909,53,130,18,17,6
5905,20,53,5,2,20,6,2,587,587,587,6
5906,587,587,2,53,548,1235,219,93,2210,1175,6
5907,1909,1817,43,43,2,2,6,3,2,25,6
5908,3,6,25,2,25,25,25,2,25,25,6
5909,2,25,25,2,2,25,2,25,25,25,6
5910,25,25,25,25,25,25,25,25,25,25,6
5911,25,25,25,25,25,25,25,25,25,25,6
5912,25,25,25,25,25,25,25,25,25,25,6
5913,25,25,25,25,25,25,25,25,25,25,6
5914,1235,548,2,63,2,63,63,63,61,61,6
5915,61,556,61,61,61,61,61,61,2669,1120,6
5916,856,984,1093,2852,2669,61,1120,856,984,1093,6
5917,3697,61,984,856,1120,1093,41,1120,4468,856,6
5918,984,61,4151,3748,1145,856,4230,3578,61,711,6
5919,61,61,61,711,604,856,3001,4394,61,63,6
5920,63,63,63,63,63,2,2,2,137,2,6
5921,32,32,32,32,32,12,12,57,57,261,6
5922,68,12,57,1037,4399,964,4305,12,68,12,6
5923,299,100,22,79,101,45,232,299,6,79,6
5924,100,6,17,22,5,100,79,18,299,101,6
5925,100,79,232,18,5,17,10,40,100,40,6
5926,20,20,10,1150,100,528,20,6,528,679,6
5927,20,79,79,10,6,79,528,12,79,79,6
5928,679,79,79,528,79,679,12,679,679,679,6
5929,679,679,79,196,196,68,196,12,68,68,6
5930,68,528,12,196,12,12,151,104,151,12,6
5931,210,12,32,261,196,57,57,12,104,196,6
5932,12,12,104,262,262,262,262,12,262,262,6
5933,262,262,262,262,262,262,262,262,63,63,6
5934,63,63,63,63,63,2102,31,101,2102,40,6
5935,101,2856,1806,63,1028,2102,1028,40,63,31,6
5936,12,12,12,1028,1028,101,1806,40,63,63,6
5937,3635,2,3,40,40,40,1028,262,12,68,6
5938,12,399,68,57,12,32,56,178,248,56,6
5939,56,473,473,452,675,192,473,473,45,747,6
5940,1364,244,760,580,2208,580,1364,5,473,5,6
5941,110,473,473,473,473,747,962,962,962,962,6
5942,962,962,962,962,962,962,962,43,2,2,6
5943,3,6,2,2,63,3,6,63,63,63,6
5944,63,2,2,137,2,32,32,32,32,32,6
5945,32,32,63,2,12,12,57,12,57,2,6
5946,261,68,2,68,68,68,2332,12,2,45,6
5947,18,6,17,5,2332,819,2,819,819,12,6
5948,3,3,323,2,819,12,432,432,22,2454,6
5949,12,17,2332,45,2454,5,22,18,6,10,6
5950,20,2454,22,6,432,20,2,819,4279,1845,6
5951,2640,2640,1845,432,12,432,10,12,12,12,6
5952,104,12,12,262,262,262,104,432,12,12,6
5953,12,262,104,12,63,151,819,819,819,819,6
5954,151,12,323,323,299,22,100,17,100,79,6
5955,101,45,299,232,5,18,40,20,20,10,6
5956,6,17,6,10,79,299,232,101,5,22,6
5957,18,100,100,20,20,10,40,6,100,232,6
5958,79,100,6,100,79,79,100,232,79,100,6
5959,79,79,63,63,63,57,63,63,63,12,6
5960,12,399,12,57,32,56,178,56,56,56,6
5961,56,307,56,32,32,32,110,110,68,57,6
5962,12,1900,1452,4714,1537,2452,2452,4755,3959,2753,6
5963,2753,2452,2616,2616,3223,1951,1452,12,1900,149,6
5964,12,1951,3067,12,4227,700,31,700,306,1397,6
5965,1014,547,31,12,104,700,31,1014,465,258,6
5966,258,306,1051,306,258,258,1397,547,465,306,6
5967,258,1051,626,1974,258,128,686,5,245,2,6
5968,538,3,258,2,306,258,626,465,3,686,6
5969,258,342,3,538,258,465,3,3,258,686,6
5970,1529,2,2029,538,626,258,258,465,3,2,6
5971,686,204,538,306,258,686,2,3,258,626,6
5972,465,204,193,538,337,306,626,465,258,686,6
5973,306,258,3,2,538,306,12,258,306,1051,6
5974,626,686,2,3,258,306,465,538,465,258,6
5975,686,258,349,3,2,538,258,2,128,465,6
5976,3,626,306,258,686,293,538,193,2638,465,6
5977,626,306,258,538,2,3,686,258,258,306,6
5978,258,465,626,306,2,3,306,686,538,12,6
5979,104,3249,2340,3249,12,1493,1080,1080,2340,1493,6
5980,866,866,1080,3,2807,2,2340,941,12,941,6
5981,1114,1161,4545,31,1161,12,158,1354,180,3,6
5982,2,4787,875,864,864,890,875,259,259,374,6
5983,374,866,866,866,2,3,866,4562,866,1080,6
5984,866,2,3,866,4531,217,180,158,5,12,6
5985,2,3,180,3,2,158,3454,212,158,2,6
5986,180,3,158,180,3,2,4875,3,2,158,6
5987,180,3463,3,2,2,2,180,3,2,3,6
5988,2,4105,374,374,6,374,1288,180,1288,158,6
5989,6,6,5,3,2,158,180,2,3,158,6
5990,180,2,6,3,3882,764,764,543,543,158,6
5991,180,3,2,3,2,158,180,158,180,3,6
5992,2,158,180,3,2,3,2,180,3657,158,6
5993,158,3,2,180,3605,3,2,158,180,3947,6
5994,374,374,180,5,3,2,158,6,3,180,6
5995,2,158,158,180,3,2,3922,227,158,3,6
5996,2,180,4791,1474,1474,180,2,3,158,3990,6
5997,358,358,358,415,415,12,158,180,3,2,6
5998,3528,2,3,180,158,4808,158,180,3,2,6
5999,3,158,180,2,180,2,3,158,4720,557,6
6000,557,875,158,3,180,2,4373,2,158,180,6
6001,3,212,4870,212,2,3,180,158,4078,2,6
6002,158,180,3,4010,158,180,5,3,2,3,6
6003,2,180,158,158,180,3,2,6,4850,1178,6
6004,2230,217,217,217,812,812,158,3,2,180,6
6005,4533,569,569,890,212,158,180,3791,812,3,6
6006,2,3614,6,569,227,227,2,158,180,3,6
6007,4407,764,1075,180,158,12,158,4264,3,2,6
6008,4020,606,606,158,3,180,217,6,2,4433,6
6009,2504,2504,158,180,3,2,158,180,2,3,6
6010,4667,158,180,2,3,3767,415,415,1808,1808,6
6011,864,1808,868,868,158,180,5,3,2,4155,6
6012,180,3,158,2,180,3,2,6,158,4463,6
6013,158,180,3,2,3667,158,180,3,2,4236,6
6014,158,3907,12,5,12,941,12,941,1161,12,6
6015,3335,12,1014,306,12,2965,12,4573,2905,12,6
6016,1114,2361,149,2905,432,12,57,32,2965,56,6
6017,178,56,56,432,2497,432,56,56,56,135,6
6018,135,452,45,739,135,570,432,570,135,5,6
6019,570,2497,739,2497,192,2,2,3,6,3,6
6020,6,2,2,137,32,32,32,32,32,12,6
6021,57,68,12,57,68,142,110,110,68,12,6
6022,142,43,142,12,1080,1493,57,1493,866,22,6
6023,1080,5,3,2,2807,866,4629,20,868,890,6
6024,868,227,227,866,866,20,12,196,12,57,6
6025,32,104,57,56,248,56,178,56,307,32,6
6026,32,261,104,104,57,68,1470,196,196,432,6
6027,432,432,432,432,12,432,432,12,12,432,6
6028,12,196,299,22,100,79,45,299,232,101,6
6029,100,101,22,299,6,12,79,79,18,100,6
6030,6,17,5,6,10,79,17,232,5,100,6
6031,18,79,6,40,40,20,20,10,100,232,6
6032,20,20,100,100,432,79,100,79,104,104,6
6033,79,32,12,57,12,178,56,56,79,100,6
6034,100,79,79,100,79,100,100,232,79,79,6
6035,18,232,79,22,100,101,17,5,79,40,6
6036,6,2,20,2,2,2,2,63,6,63,6
6037,63,32,32,63,63,2,63,63,2,2,6
6038,1456,1456,3,2,3,32,12,261,261,68,6
6039,57,57,57,68,196,151,262,262,262,111,6
6040,111,111,111,1456,1456,1456,1456,104,104,151,6
6041,12,399,12,57,1232,142,57,68,32,142,6
6042,68,56,56,178,56,1127,135,926,452,1498,6
6043,926,135,1127,135,110,739,135,135,248,675,6
6044,135,739,135,135,570,135,135,135,135,135,6
6045,135,135,135,135,135,135,135,2,2,2,6
6046,4436,43,2,2,6,3,2,2,6,3,6
6047,2,137,32,32,32,32,32,12,43,57,6
6048,12,57,12,261,57,12,12,68,12,68,6
6049,22,232,100,101,299,45,79,22,101,100,6
6050,232,299,6,6,17,18,79,100,22,5,6
6051,232,232,10,40,100,6,6,79,18,5,6
6052,17,20,12,700,40,20,700,700,700,20,6
6053,31,700,700,20,79,79,12,12,10,1624,6
6054,1624,1624,1624,1624,12,585,12,585,262,151,6
6055,104,151,12,585,104,585,2,2,2,63,6
6056,2,63,63,63,63,63,63,12,12,399,6
6057,12,32,57,248,56,248,178,56,56,135,6
6058,452,135,135,675,739,135,22,17,739,5,6
6059,18,570,178,56,248,20,56,615,355,615,6
6060,355,355,355,1698,355,1698,355,570,570,4146,6
6061,570,110,615,178,56,1136,1352,1184,56,43,6
6062,2,2,6,3,6,3,2,25,25,25,6
6063,25,25,25,25,25,25,25,25,25,25,6
6064,25,25,25,25,2,25,25,25,25,25,6
6065,25,25,25,25,2,25,25,2,2,2,6
6066,3442,2,25,25,25,25,60,60,60,267,6
6067,3,61,93,93,93,93,61,556,61,43,6
6068,81,351,505,43,39,69,160,39,69,160,6
6069,69,548,219,219,219,2,43,2,2,137,6
6070,32,32,32,32,32,32,32,12,12,12,6
6071,261,57,299,232,100,22,45,101,79,12,6
6072,57,68,57,12,18,17,6,79,100,79,6
6073,5,22,232,100,6,57,68,10,100,40,6
6074,20,151,262,262,104,151,20,79,1925,1925,6
6075,1355,40,181,101,83,83,79,10,83,83,6
6076,79,83,1143,83,12,83,83,79,83,83,6
6077,79,83,83,83,83,83,79,83,83,12,6
6078,83,83,83,79,83,83,83,83,79,83,6
6079,83,83,83,83,79,83,83,12,83,83,6
6080,79,83,83,83,83,79,12,83,83,83,6
6081,83,79,79,83,83,12,83,83,83,79,6
6082,79,83,83,83,83,79,83,83,79,12,6
6083,79,12,1037,12,964,12,83,83,79,83,6
6084,83,79,83,79,12,83,83,79,83,83,6
6085,83,83,83,79,83,83,83,83,83,83,6
6086,79,83,83,12,57,83,83,79,83,83,6
6087,83,83,79,79,83,83,79,83,83,12,6
6088,83,83,83,79,83,83,83,12,83,83,6
6089,79,83,83,83,79,83,12,83,83,83,6
6090,83,79,83,83,83,83,79,83,83,83,6
6091,79,79,83,12,83,83,83,79,83,83,6
6092,83,83,83,83,79,83,83,83,83,79,6
6093,83,83,12,83,83,83,79,79,83,83,6
6094,83,83,83,79,83,12,83,79,79,83,6
6095,83,83,83,79,83,83,83,83,83,83,6
6096,79,83,83,83,83,79,83,83,12,83,6
6097,83,83,83,83,79,83,83,83,83,83,6
6098,79,83,83,83,57,83,83,83,79,83,6
6099,83,12,83,83,83,79,83,83,83,83,6
6100,79,83,83,79,12,79,79,79,83,12,6
6101,83,83,83,79,83,83,83,79,83,83,6
6102,83,79,83,12,12,83,83,79,83,83,6
6103,83,83,83,79,79,83,83,79,83,12,6
6104,83,83,83,79,83,83,83,83,83,83,6
6105,79,83,83,83,83,83,79,83,83,12,6
6106,83,83,79,83,83,83,83,83,83,83,6
6107,83,79,83,83,83,79,83,83,12,79,6
6108,83,83,57,83,83,79,83,83,79,12,6
6109,79,12,12,32,12,57,32,32,32,32,6
6110,12,68,261,261,57,57,68,57,142,68,6
6111,12,104,57,104,57,142,12,69,69,160,6
6112,3,61,39,2,2,3,6,3,2,6,6
6113,2,137,137,32,32,32,32,43,81,69,6
6114,160,69,39,39,2,2,3,6,2,2,6
6115,3,137,6,137,32,32,32,32,32,12,6
6116,57,57,68,68,12,68,110,12,110,111,6
6117,111,111,880,57,880,43,12,12,69,69,6
6118,160,52,67,15,72,15,1047,1047,210,1047,6
6119,15,2,137,52,137,32,52,80,52,32,6
6120,262,32,52,52,52,52,15,110,68,537,6
6121,57,12,2,6,3,39,37,23,80,12,6
6122,85,85,12,52,12,12,12,12,57,12,6
6123,12,12,12,37,23,23,12,12,12,57,6
6124,12,12,12,12,12,12,52,57,52,52,6
6125,700,52,700,700,31,5,72,15,399,52,6
6126,52,110,2036,32,80,56,56,178,56,135,6
6127,135,218,135,675,452,5,747,45,135,135,6
6128,747,68,137,399,32,52,80,32,262,32,6
6129,52,261,52,196,298,299,22,100,100,17,6
6130,101,79,232,18,299,79,232,22,5,15,6
6131,100,57,107,40,232,100,100,232,142,196,6
6132,68,20,31,32,56,178,56,57,6,10,6
6133,432,12,39,43,2,2,3,6,2,137,6
6134,2,6,3,32,32,32,32,12,12,57,6
6135,68,57,12,399,57,2036,68,68,142,32,6
6136,68,68,142,56,178,56,93,93,2,93,6
6137,2,3,6,2,6,137,3,2,137,32,6
6138,32,32,32,12,261,57,57,68,12,68,6
6139,57,68,3645,3906,196,196,12,299,79,232,6
6140,299,45,22,100,101,6,100,79,17,232,6
6141,79,18,22,100,5,10,6,100,20,192,6
6142,40,196,43,196,20,100,299,101,79,6,6
6143,10,17,79,18,5,40,299,100,101,79,6
6144,5,17,18,79,79,40,12,32,57,56,6
6145,20,178,56,56,135,135,675,135,178,56,6
6146,402,6,256,56,307,32,32,69,69,160,6
6147,69,68,68,402,110,57,12,142,68,110,6
6148,12,142,12,12,12,12,12,12,12,57,6
6149,12,12,12,12,12,12,12,57,12,12,6
6150,12,12,12,12,12,57,43,2,137,32,6
6151,32,2,2,2,1661,1661,2,2,2169,2169,6
6152,2169,2,2,361,716,361,2,2349,2,4841,6
6153,2,4055,2,80,67,67,581,3,61,93,6
6154,93,81,43,61,61,556,61,61,41,711,6
6155,61,61,3,2,3,6,711,2,6,3,6
6156,2,137,137,32,32,32,32,32,32,43,6
6157,2,2,6,3,6,2,2,3,137,137,6
6158,32,32,32,32,32,12,57,57,68,68,6
6159,12,12,57,68,110,151,110,12,111,111,6
6160,111,151,399,12,32,57,12,56,56,178,6
6161,56,135,135,45,5,43,135,93,93,93,6
6162,93,93,93,93,93,93,93,93,93,93,6
6163,93,114,114,563,114,43,114,114,114,93,6
6164,93,93,93,2,3,6,2,137,3,6,6
6165,2,137,32,32,32,32,32,12,261,57,6
6166,57,68,12,68,57,196,142,12,142,12,6
6167,196,57,12,60,60,60,60,267,39,93,6
6168,93,2,6,3,2,2,6,3,137,137,6
6169,32,32,32,43,32,12,261,57,57,12,6
6170,68,68,68,57,101,40,1925,1925,1355,181,6
6171,40,83,83,83,83,83,83,83,83,83,6
6172,83,83,12,100,299,22,6,17,101,18,6
6173,22,232,299,45,79,100,79,10,100,5,6
6174,6,20,100,40,20,79,6,10,79,79,6
6175,12,79,12,79,104,104,104,432,432,104,6
6176,79,196,399,12,57,12,68,142,1232,68,6
6177,32,142,68,56,239,239,178,56,432,93,6
6178,93,2,2,2,63,63,63,63,56,3874,6
6179,79,63,63,63,63,63,63,79,56,307,6
6180,32,32,32,32,79,261,68,104,12,63,6
6181,63,68,79,57,399,12,57,12,32,56,6
6182,142,68,239,56,178,56,79,79,39,43,6
6183,2,2,2,3,3,2,62,2,54,143,6
6184,54,86,54,86,62,62,2,137,2,137,6
6185,137,32,32,32,32,32,32,12,12,2,6
6186,57,2,57,12,12,68,3,68,12,12,6
6187,12,110,110,12,12,142,142,3,2,12,6
6188,142,12,151,104,12,104,104,12,4478,1893,6
6189,2,399,12,32,57,56,57,2,63,2,6
6190,63,63,63,178,56,248,56,63,63,63,6
6191,63,63,63,63,63,63,56,56,307,32,6
6192,32,2,2,2,3278,3278,32,12,12,12,6
6193,12,57,12,12,68,261,261,57,68,12,6
6194,2,12,12,151,151,12,2,63,63,63,6
6195,111,63,111,63,12,111,111,399,12,57,6
6196,1232,68,142,68,142,32,56,56,178,56,6
6197,307,32,32,32,261,12,57,12,68,68,6
6198,12,12,12,111,12,399,32,56,57,178,6
6199,56,56,2,62,54,54,62,54,86,62,6
6200,2,2,1198,401,278,1036,401,2293,278,667,6
6201,401,2293,1390,278,1521,705,1198,563,1387,53,6
6202,31,2679,577,278,1200,2293,22,2822,1238,705,6
6203,566,1198,1036,1238,278,278,401,278,690,1036,6
6204,566,401,690,1198,277,4728,518,278,705,210,6
6205,705,518,690,2,6,1198,1387,1198,278,53,6
6206,705,563,2822,6,1238,690,566,1238,705,6,6
6207,518,563,1198,1198,705,1238,10,690,10,705,6
6208,10,690,2,2,1145,522,31,522,31,522,6
6209,2810,522,522,1145,522,5,22,245,522,522,6
6210,1062,1062,522,1304,5,522,1062,245,73,522,6
6211,1062,22,45,216,87,522,20,20,6,1145,6
6212,5,56,18,5,17,87,1145,522,2810,522,6
6213,1145,1062,5,245,73,1062,20,216,87,762,6
6214,18,17,5,5,87,522,245,5,20,245,6
6215,2,2,851,851,851,851,851,56,56,307,6
6216,32,32,32,2,261,12,2,68,12,57,6
6217,68,12,12,111,111,12,12,2,1105,2,6
6218,1197,1105,1197,1197,1197,1105,1197,2342,1197,12,6
6219,12,12,5,12,12,12,63,1105,1197,1197,6
6220,63,63,63,63,2,2,3,12,2,12,6
6221,2,12,2,1188,2,1188,1105,1188,1188,1188,6
6222,1188,1188,2342,63,63,63,12,12,12,63,6
6223,63,63,63,12,63,12,12,12,12,12,6
6224,12,1105,1188,63,63,2,1311,2046,2,687,6
6225,3,207,207,12,3,687,207,12,207,3,6
6226,12,12,1311,3,12,1311,1311,604,1311,604,6
6227,583,6,583,659,1760,659,604,5,583,22,6
6228,2046,6,207,207,20,6,3,207,63,63,6
6229,63,12,12,12,12,12,12,12,12,432,6
6230,12,432,432,432,432,432,12,12,299,100,6
6231,100,22,79,432,432,432,432,6,100,6,6
6232,432,100,101,79,79,100,79,79,100,45,6
6233,100,232,299,100,79,100,17,5,79,18,6
6234,100,22,40,100,6,6,20,10,20,12,6
6235,432,10,12,12,12,12,12,432,57,399,6
6236,32,12,56,57,178,56,56,307,32,32,6
6237,2,63,63,63,63,207,2,2,2,6,6
6238,3,2,137,6,3,2,32,32,2,2,6
6239,32,43,32,12,12,57,57,261,261,12,6
6240,57,68,68,12,68,12,151,111,111,151,6
6241,4383,3324,111,111,12,111,111,2,2,3,6
6242,2,3,2,63,63,63,63,63,63,63,6
6243,63,63,12,68,68,111,111,12,68,63,6
6244,63,12,104,104,111,111,104,104,12,12,6
6245,63,2,2,104,323,323,104,104,2,2,6
6246,1569,2,45,1569,17,5,18,2,6,3,6
6247,5,1569,10,6,12,6,10,2038,1569,2038,6
6248,1569,2038,2038,12,399,1232,57,142,3,68,6
6249,3,68,68,3,5,137,68,32,261,68,6
6250,104,2,2090,2,146,623,170,102,84,1010,6
6251,102,102,3035,4639,1010,192,170,84,2090,170,6
6252,102,5,84,31,1500,102,146,2090,102,789,6
6253,5,18,6,22,146,17,125,53,10,22,6
6254,20,789,6,22,13,38,19,68,2514,170,6
6255,452,20,5,3347,4304,1500,5,18,2514,17,6
6256,53,20,170,1807,2324,4196,87,1807,4040,1807,6
6257,5,53,18,6,17,87,2514,170,4255,3316,6
6258,17,18,5,53,3035,3741,170,1731,1731,18,6
6259,5,53,17,4301,4131,1807,170,170,53,5,6
6260,18,17,3039,4243,106,3143,3039,53,18,5,6
6261,17,170,3656,4868,2348,170,4244,2639,3352,170,6
6262,4789,4741,3519,3643,4442,2765,170,170,20,2,6
6263,1088,1526,623,1394,2,17,6,18,3956,106,6
6264,5,789,1088,10,6,17,1394,623,1526,18,6
6265,13,19,38,5,1526,19,6,5,128,3126,6
6266,1088,18,17,4093,5,1526,466,2638,251,245,6
6267,57,142,1088,3475,12,623,6,18,3786,3142,6
6268,17,45,3,2,1526,1394,5,5,3476,1088,6
6269,17,18,5,6,173,3142,17,18,623,1088,6
6270,1394,5,6,6,6,1526,5,1088,12,17,6
6271,18,5,1394,17,18,1088,6,623,5,5,6
6272,1088,2696,4262,3755,170,2,2,5,6,2696,6
6273,6,17,53,18,5,87,20,87,12,13,6
6274,13,8,1,8,2727,170,2727,73,466,2867,6
6275,3144,3144,170,3953,87,73,2348,2348,4781,87,6
6276,3126,2,166,2,166,166,166,3017,289,127,6
6277,127,166,45,6,5,166,166,127,5,17,6
6278,20,18,3775,166,289,127,18,17,5,20,6
6279,10,6,5,20,289,166,127,166,18,5,6
6280,17,127,6,20,5,127,166,166,289,127,6
6281,127,18,127,6,20,17,5,166,127,289,6
6282,17,5,18,127,127,6,20,5,166,127,6
6283,289,12,127,6,20,17,5,18,127,289,6
6284,166,127,20,5,17,18,5,6,20,127,6
6285,17,5,18,5,6,20,166,289,127,6,6
6286,17,20,127,18,5,127,166,289,127,127,6
6287,20,6,127,18,5,17,127,166,289,127,6
6288,127,5,17,18,6,5,127,20,166,289,6
6289,127,17,6,18,5,20,12,166,127,289,6
6290,18,5,17,6,5,20,127,5,17,6,6
6291,18,127,20,18,5,6,17,20,12,2,6
6292,12,2,2,1722,2,1722,57,12,12,61,6
6293,61,25,556,61,25,25,25,25,41,25,6
6294,12,12,32,57,56,248,178,56,56,307,6
6295,32,32,32,57,68,110,110,68,12,142,6
6296,12,12,12,12,12,12,57,12,43,93,6
6297,93,2,61,3,2,6,3,3,6,2,6
6298,81,43,39,2,417,5,1349,2800,6,2,6
